Timestamp	Face 1	Face 2	Face 3	Face 4	Face 5	Face 6	Face 7	Face 8	Face 9	Face 10	What is the better name for the shape on the left?	Who dis?	Best name for an evil kid?
1/23/2021 21:03:56	Charlotte	Sergey	Lisa	Brian	Mark	Anna	Julien	Brad	Meryl	Kathy	Takete	Bagel	Mansley
1/23/2021 21:04:11	Siobahn	Thomas	Alexis	Brian	Richard	Stephanie	Dennis	Carlos	Margret	Bonnie	Takete	Steve	Jared
1/23/2021 21:07:20	Sarah	Marcus 	Katelyn	Bobby	Simon	Ashley	Graham	Ricky	Susan	Karen	Takete	Duke	Freddy
1/23/2021 21:07:31	Amanda	Rodrigo	Samantha	John	Adam	June	Patrick	Joseph	Agnes	Abigail	Takete	Skip	Daemon
1/23/2021 21:08:03	lindsay	marc	courtney	jim 	michael	natalie	jimmy	joseph	helen	suzanne 	Maluma	joe	malcolm
1/23/2021 21:09:11	Nichole	Abram	Heidi	Christopher	Mark	Lisa	Tom	Adam	Debrah	Sarah	Takete	Sir Sidehat III	Jack
1/23/2021 21:09:30	Christy	Luca	Ellen	Wayne	John	Esther	Harry	Omar	Astrid	Pearl	Takete	Aaron Burrata	Frank Burheen
1/23/2021 21:09:35	Abby	Louis	Hannah	Samuel	James	Suzie	Michael	Emmett	Charlene	Joanna	Takete	Mike	Micky
1/23/2021 21:10:11	Samantha	Henry	Camille	Ted	Steven	Amanda	Paul	Benjamin	Sandy	Barbara	Takete	Chad	Harry
1/23/2021 21:10:30	Millie	Mark	Amanda	Greg	Paul	Karen	Hans	Roberto	Susan	Emma	Takete	Wallace	Edric
1/23/2021 21:10:35	Ava	Dominick	Chloe	Martin	Calvin	Sarah	Gordon	George	Katherine	Margaret 	Takete	Ethan	Nick
1/23/2021 21:11:13	Elizabeth	Ricardo	Larissa	Brent	Andrew	Vicky	Mark	Paolo	Ruth	Caroline	Takete	pewdiepie	Trevor
1/23/2021 21:11:16	Annie	Michael	Sandra	Tom	William	Kayla	James	Patrick	Jean	Heidi	Takete	Skane Skurr	Wilbur Kane
1/23/2021 21:11:36	Paige	Gregory	Tiffany	Crayondal	Dorian 	Mary	Jeffrey Dahmer's friend	Kelly	Moiraine	Rebecca	Takete	Oh that's a big ol' Patrick 	Bob
1/23/2021 21:11:52	Anna	Dave	Kimberly				Arnald		Sue	Karen	Takete	Logan Paul	Blaze
1/23/2021 21:12:58	Hannah Mason	Andrew Carlotti	Ivanka	Tom	Garrett Blake	Ashley Yu	François	John Patel	Susan Klein	Rebecca Harold	Takete	Pablo Ribbonsauce	Argyle
1/23/2021 21:13:58	Lucy Brook	Jim Samson	Heidi Weng	Brock Muller	Harold Mitchel	Lisa Chang	Sven Oldenson						
1/23/2021 21:14:40	Sophie	Andrew	Allison	Kevin	Daniel	Mai	Robert	Nathan	Margaret	Nicole	Takete	Roland	Joe
1/23/2021 21:14:47	Ashley	Brian	Emily	Bradley	Dominic	Angela 	Ryan	Michael	Beverly	Angelica 	Takete	Brohemeth 	Damien 
1/23/2021 21:16:08	Ellie	Fred	Jessica	William	John	Linda	Bob	Adam	Matilda	Mary	Takete	Steve	Barry
1/23/2021 21:16:14	eileen	roberto	vanessa	thomas	victor	lily	matt	marco	emily	ruth	Takete	wooz	damien
1/23/2021 21:16:32	Madison	David	Lily	Barry	Tom	Eliana	John	Zeke	Betty	Melinda	Takete	Spencer LOL	Sid
1/23/2021 21:16:40	Lucy	Rafael	Whitney	Tom	Matteo	Erin	Luke	Tony	Mary	Elizabeth	Maluma		
1/23/2021 21:16:54	Emeline 	Theo	Candace	Jerome 	Ryan	Macy	Grant	Anjit 	Susan	Pamela	Takete	Len	Rohan
1/23/2021 21:17:57	Jenna	Ronald	Maggie	Steve	Joel	Maya	Jonathan	Darren	Sylvia	Cecelia	Takete	36	
1/23/2021 21:19:31	Amelia	Stephen	Rebecca	Richard	Adam		David			Margaret	Takete	Tom	
1/23/2021 21:20:26	Sophie	Ryan	Stella	Mark	Justin	Christine	Stuart	Richard	Eunice	Sharon	Takete		
1/23/2021 21:20:35	Bob	Steve	Kyle	Phill	That one creepy uncle who’s not allowed to be around children without supervision	Jane	That one creepy teacher that got arrested but none of the staff will tell you why	Waluigi	Barbra	Bible Belt Karen		Dude McBro, the Alpha Surfer of Florida	Kevin
1/23/2021 21:21:10	Casey	Amir	Karen	Michael	Russom	Amelia	Doug	Nitin	Eva	Elize	Takete	Davie	Reddit
1/23/2021 21:21:20	Eliza	Ibrahim	Sheila	Jason	Mark	Sara	Martin	Robert	Linda	Paula	Takete	Timothy	Juri
1/23/2021 21:21:24													
1/23/2021 21:21:38	Anna	Marc	Anna	Mark	Mark	Anna	Marcus	Markus	Laura	Jeanine	Takete	Bob saget	Keith urban 
1/23/2021 21:21:40	Julie	John 	Cameron	Brian	Nick	Shauna	Tony	Saj 	Ruth	Pamela	Takete	Ted	Lance
1/23/2021 21:21:56	Kaelyn	Gabe 	Natalie	Arnie	Paul	Trichelle	Phillip	Arsen	Paula	Cheryl	Takete	Bobo 	Sasha
1/23/2021 21:21:58	Emma	Chris	Jenny	Mike	Andrew	Lydia	Ethan	Joe	Donna	Susan	Takete	Austin	Micheal
1/23/2021 21:23:22	Katie	Juan	Melissa	David	Peter	Maria	Rob	Nick	Angeline	Tammy	Takete	Joe	Steven
1/23/2021 21:23:23		Ron	Claire 	Dave		Breanna 	Eric	Johnson 	Mary	Ruth	Takete	Lester 	Jaxson 
1/23/2021 21:23:28	Allison	Martin	Chelsea	George	Matthew	Kim	Will	Marcus	Marge	Pam	Takete	Brogus	Mischief
1/23/2021 21:24:03	Samantha 	Ron 	Carol 	Robert	Matthew 	Julie 	Daniel 	Kevin 	Martha 	Claire 	Equally fitting	New phone	Dirk
1/23/2021 21:24:20	Sarah	Tony	Bethany	Mark	Jeff	Mia	Oleg	James	Martha	Jessica	Takete	Zeke	Kevin
1/23/2021 21:25:08	Annie	Mark	Ivana	John	Andrew	Lisa	Barry	Amir	Susan	Maura	Takete	Gary	Blep
1/23/2021 21:25:34	Kaja	Andrzej	Viktoria	Krzysztof	Tadeusz	Eliza	Mieczysław	Adam	Krystyna	Justyna	Takete	Travis	Adrian
1/23/2021 21:25:58	Samantha	Eduardo	Kaitlyn	William	Manuel	Katie	Greg	Steve	Doris	Margaret	Takete	Logan Paul	
1/23/2021 21:26:47	Haley	Brian	Tiffany	Mike	Luke	Claire 	William	Matthew	Carol	Brenda	Takete	Isaac	Brandon
1/23/2021 21:26:48	Lulu	Derrick	Chelsea		Wilson	Kimmy	John		Debbie	Laura	Takete		
1/23/2021 21:27:14	Lindsay 	Ahmed	Kristin	John	Steven	Julie	Hans	Jason	Debbie	Susan	Equally fitting	Jake	Watson
1/23/2021 21:28:00	Anna	Rob	Jessica	Thomas 	Reid	Bella	Chip	Stephen	Lorna	Alice	Equally fitting	Bart	Damien
1/23/2021 21:28:23	Nina		Brittany	Micheal	Mark		Stephen	Paul	Gwendolyn	Shirley	Takete		
1/23/2021 21:29:24	Maria	Gant	Sylvia	Germain	Bob	Stephanie	Pierre	Niklaus	Janet	Beryl	Takete	Sylvester, lord of hats 	Gulliver
1/23/2021 21:29:54	Sadie	Michael	Brittany	Robert	Jon	Marie	Matt	Ray	Nancy	Debra	Takete		
1/23/2021 21:29:59	Sohpie	Miguel	kelly ann 	stewart	Micheal 	Sandra 	John	David 	Milly	Elizabeth 	Takete	Kyle 	
1/23/2021 21:30:20	Sam	Daryl	Charlotte	Scott	Tate	Lucie	Elijah	Chris	Margo	Jennifer	Takete	Askew	Phillipe
1/23/2021 21:31:12	Amy	Michael	Gemma	David		Erica	Greg		Barbara	Kelly	Takete	Daryl	Seth
1/23/2021 21:31:56	Sarah	John	Britney	David	James	Nadia	Lewis	Farid	June	Rachel	Equally fitting	Jamie	Dylan
1/23/2021 21:32:53	Abby	Hasan	Lauren	Micheal	Scott	Eva	Ford	Ahmed	Sue	Dorothea	Maluma	Joe	Kalvin
1/23/2021 21:33:11	Sara	John	Stephanie	Greg	Jerry	Jodie	Robert	Darren	Patty	Margaret	Takete	Geoff	Jared
1/23/2021 21:34:24	Jenna	Mark	Laurette	Sean	Tim	Yasmin	Mel	Simon	Linda	Margaret	Takete	Lou	Malaki
1/23/2021 21:35:41	Christina	Harold	Samantha 	Roger	Stephen	Amy	Scott	Malcom	Jean	Karen	Takete	Alex but goes by The Dude	Justin
1/23/2021 21:35:47	Holly	Stelios 	Crystal	Graham 	Francoise	Amy	Derek 	Bryan	Maureen 	Claire	Takete	Guy	Kila 
1/23/2021 21:36:07	Lily	Jean	Ashley	Paul	Matt	Nina	Sam	Ed	Joan	Kathryn	Takete	Alphred	Yhomas
1/23/2021 21:36:23	Gabby	Isaac	Maria	Fred	James	Cynthia 	Mark	Michael	Nancy	Marcia 	Takete	Frank	Orville
1/23/2021 21:36:40	Julia	Stephen	Abbie	Jeb	Tim	Marie	Sven	Toby	Sue	Helen	Takete	It him	Julio
1/23/2021 21:36:42	Margaret	Michael	Brittany	Todd	Ben	Alyssa	Gordon		Barbara	Mary		Joseph	Damon 
1/23/2021 21:36:54	Claire	Omar	Lisa	Mark	John	Katie	Donald	Leslie	Joan	Catherine	Takete	Dave	Hastings
1/23/2021 21:37:01	Teagan	Matt	Emily	Robert	Paul	Sherry	Mike	Alan	Patricia	Karen	Takete	Jebediah	Heraldo
1/23/2021 21:37:14	Karen	Steve 	Janessa	Ricardo 	Jared	Susan	Leo	Matthew	Paula 	Rebecca 	Takete	Paul	Donald
1/23/2021 21:37:16	Hannah	Hassan	Chloe	Nick	Peter	Gabriella	Johannes	Omar	Alice 	Harriet 	Takete	Frankie 	Nathaniel 
1/23/2021 21:38:15	Ella	Sean	Carolyn	Mark	Tony	Sharon	Paul	Paul	Cheryl	Katherine	Takete	Logan	Kevin
1/23/2021 21:38:46	Brene	Ajib	Sarah	Jeff	Clay	Sharon 	Rory	Anderson	Deborah 	Erin	Takete	Greg	Damien
1/23/2021 21:38:49	Willow	Robert	Tiffany	Edward	Wilson	Julie	Dennis	Carlo	Judith	Susan	Takete	Gene	Damian
1/23/2021 21:39:29	Jenny	Simon	Katryn	Thomas	Edward	Maria	Dave	John	Susan	Mary	Takete	Skeezehat McDaniels	Terrance Crusher
1/23/2021 21:39:37	Alice Parker	Ranjit	Ashley	Tom	Frank	Lisa	Alex	Alexandrej	Lori	Barbara	Takete	Chonkboy	Abel
1/23/2021 21:39:52	Megan	Terry	Adelaide	Patrick	John	Mary	Daniel	Jack	Suzanne	Carol	Takete	Jeff	Ben
1/23/2021 21:40:41	Sophie	Ted	Chloe	David	Mark	Lina	Scott	Tony	Marion	Elizabeth 	Equally fitting	Neil	Cameron 
1/23/2021 21:41:05	Emma	Paulo	Joanna	Gene	Thomas	Kate	Nick	Antônio	Jeanette 	Catherine	Takete		
1/23/2021 21:41:15	Emma	Abraham	Rikke	Peter	Mads	Julie	Henrik	Thomas	Henriette	Karen	Takete	Morten	
1/23/2021 21:41:33	Bailey	Seth	Claire	Jim	Peter	Jenny	Eric	Marcus	Carole	Lydia	Equally fitting		
1/23/2021 21:41:52	Meredith	Anthony	Ashley	Michael	Andrew	Rosa	Doug		Linda	Mary	Equally fitting		
1/23/2021 21:42:34	Abigail	Rick	Emily 	Steve 	Adam	Sylvie	Henrik	Amir	Shelley	Helen	Takete		
1/23/2021 21:43:01	Lauren	David	Jessica	Morris	Nigel	Jill	Patrick	Danny	Maggie	Fiona	Takete	Phil	Kerp
1/23/2021 21:43:06	Jasmine	Greg 	Ashley	Rick	Joe	Sam	Steve	Matt	Margaret	Anne	Takete	Billy	Mikael
1/23/2021 21:43:27	Raelyn	Jared 	Krista	Mark	Luc	Aimee	Brent	Michael	Gloria	Sue	Takete		
1/23/2021 21:44:36	Lindsay	Jacob	Christina	Josh	Kevin	Mona	Trevor	Marcus	Elena	Linda	Takete	Brad	Lawrence
1/23/2021 21:46:29	Rebekah	Mark 	Samantha 	Glenn 	Stephen 	Ruth	Doug 	Simon 	Deborah 	Carolyn 	Takete		
1/23/2021 21:47:26	Hana	Aki	Julie	Pablo	Reginald	Rosa	Colin	Elias	Marryanne	Laura	Takete	Jeff	Angel
1/23/2021 21:47:27	Hayley	Roy	Megan	Dave	Ryan	Monica	Dave	Jerry	Marianne	Lourdes	Takete	Mike	Peter
1/23/2021 21:47:27	Alice	David	Sophie	Mark	Alex	Sarah	Graeme	Andy	Susan	Josephine	Takete		Jeremy
1/23/2021 21:47:34	Rachel	Juan	Elizabeth	Martin	Guillermo	Hallie	Eric	Sanjay	Donita	Margaret 		James	Ricky
1/23/2021 21:47:35	Lisa	Bob	Annelize	Hank	Soros 	Migueline	Mack	Trevor	Gayle	Martha	Takete	Spence	Oktor
1/23/2021 21:48:34	Isabelle	Bruno	Natalie	George	David	Joy	Andrew	Nicolas	Mary-lou	Suzanne	Takete		
1/23/2021 21:49:11	Eve	Michael	Lauren	Roderick	Stephen	Mallory	Jim	Romeo	Mary	Ellen	Takete		
1/23/2021 21:50:13	Sally	Michael	Karen	Francis	Mark	Jessica	Jordan	Mark	Judy	Annabelle	Takete	Jertson McJibbs	
1/23/2021 21:50:26	Katie	Jared	Chelsea	Rob	Patrick	Kelly	Duane	Paul	Mary	Sonia	Takete	Harvey	Dillon
1/23/2021 21:50:32	Cassandra	Jerry	Julia	Mark	Joe	Kaylee	Erick	Oscar	Pamela	Gretchen	Takete	Paul	Dillon 
1/23/2021 21:50:48	Emily	Tony	Elena	Tim	Matthew	Kelly	Erik	David	Helen	Sarah	Takete	Elliott	Brayden
1/23/2021 21:51:18	Amanda	Tim	Alana	Bob	Richard	Samantha	Rick	David	Susan	Theresa	Takete		Malakai
1/23/2021 21:51:35	Clarabel	Ryan	Charlotte 	Jake	George 	Susanna	Craig 	Michael 	Helen	Tanya	Takete	Howie-baby	Smith
1/23/2021 21:51:56	Melissa	Steven	Rebecca	Mark	Harry	Vanessa	Ryan	Johann	Mary	Deborah	Takete	Zucchini Pete	Morrison
1/23/2021 21:52:32	Emily	David	Kristen	Joel	Mark	Amy	Tom	Richard	Carmen	Angela	Takete	Broc	Ezra
1/23/2021 21:52:37	Ashley	Daniel	Jessica	Patrick	Ryan	Stephanie	Paul	Thomas	Mary	Karen	Equally fitting	Tom Green	Senid
1/23/2021 21:52:48	Jessica	Matthew	Chelsea	Peter		Amy 	Michael	Asim 	Delores	Mary	Takete	Jesse	Lucas
1/23/2021 21:52:57	Emily	Erik	Amanda	Marty	Karl	Elaina	Mark	Diego	Sharon	Jen	Takete	Elliott	Sid
1/23/2021 21:53:17	Isabel 	Ari	Stephanie 	David	Simon	Ann	Marcus	Brock	Elsa	Joan	Takete	Blaze	Lucifer 
1/23/2021 21:53:53	Mia	Darius	Charlotte	Goran	Charles	Connie	Matthew	Umar	Lorna	Marina	Takete	Blob	Damien
1/23/2021 21:54:15	Lilia	Ahmed	Crystal	Luke	John	Niki	Jurgen	Bharam	Estelle	Mary	Equally fitting		
1/23/2021 21:54:23	Iris	Corey	Lindsay	Grant	Michael 	Esther	Doug	Maurice	Anne Marie 	Caroline	Takete	Chrish 	Donny
1/23/2021 21:54:48	Matilda	Roger	Sarah	Mark	Steve	Sarah	Mark	Manny	Judy	Sophia	Takete	Jake	Sahil
1/23/2021 21:55:00	Ashley	Raheem	Lila	Steven	Dan	Vivian	Rex	George	Margaret	Carol	Takete	Spencer	Alex
1/23/2021 21:55:16	Megan	Marco	Joanie	Rick	Tom	Mary	Mark	Alex	Edna	Shirley	Takete	Steve	Oscar
1/23/2021 21:55:27	Ashley	Mark	Sarah	David	Nick	Alicia 	Rob	Darryl 	Gertrude 	Cindy	Maluma	Jerette	Mohammad
1/23/2021 21:55:33	Eva	Gordon	Tamara	Paulo	Toby	Jennifer	Benjamin	Gabe	Gretel	Pamela	Takete	Corbin "Skeetch" Flarman	Henry
1/23/2021 21:56:02	Chloe	Ethan	Allie	Brendan	Ian	Wendy	Bjorn		Diane		Takete	Dustin	
1/23/2021 21:56:21	Katie	Pablo	Cheyenne	Robert	Paul	Tiffany	Henrik	Vince	Anne	Carla	Takete	Scooby	Mortimer
1/23/2021 21:56:30	Martha	Toni	Lynda	Matt	Jhon	Goldy	Jeffree	Maison	Madison	Paula	Takete	Chad Browski	Bob
1/23/2021 21:56:34	Alice	Mark	Sydney	Andrew	Nicholas	Emily	Rodney		Edna	Mary	Takete	Dudley 	
1/23/2021 21:56:39	Claire	George	Lindsay	Mark	David	Norah	Bruce	Sebastian	Linda	Carol	Takete	Jimmy Z	Bartholomew
1/23/2021 21:56:53	Sarah	Craig	Michelle	Joe	John		Ethan			Queen Elizabeth II	Takete	Me	Biff Tannen
1/23/2021 21:57:20	Sidney	Robert	Brianna	Eric	Antoine	Judy	Michael	Raymond	Rebecca	Samantha	Takete	Patrick Warhol	Evan Burke
1/23/2021 21:57:21	Sophie		Ashley	Mark	Matthew	Irene			Susan 	Marie	Takete		
1/23/2021 21:57:21	Isabella	Ethan	Jennifer 	Mark	Edward	Helen	Patrick	Taj	Judith	Mary	Takete	G-dog	Austin
1/23/2021 21:57:41	Bobbi	Richard	Clarissa	Peter	Joey	Sandra	James	Jason	Roberta	Terri	Equally fitting	Igor	Alvin
1/23/2021 21:57:41	Courtney 	Mahamoud	Briggite	Jack	David	Alyssa	Brian	Martin	Edith	Mary	Takete	Brent	Mark
1/23/2021 21:57:44	Mila 	Sameer 	Jessica 	Brent	Paul	Amy	Rhett 	Deon	Sandra 	Debrah	Takete	Chris breezy 	Elijah 
1/23/2021 21:57:58	Chloe	Steve	Bridget 	Rick	Daniel	Andrea	George 	Mike	Bonnie	Margaret 	Takete	Braden 	Dante
1/23/2021 21:58:59	Emma	Alan	Cindy	Dan	Michael	Jane	George	Bill	Betty	Anna	Takete	DJ Zog	Lex
1/23/2021 21:58:59	Maddie	Peter	Amy	Randall	Ryan	Melissa 	Ed	Amaan	Marsha	Deborah	Takete	Broccolingus 	Kevin
1/23/2021 21:59:21	Anne	Dan	Bethany	Richard	Laurence	Nikita	Matthew	Pedro	Abigail	Katherine	Takete	Fredrick	Dexter
1/23/2021 21:59:42	Molly	Dennis	Kate	Michael	Stephen	Joelle	Cameron	Marcus	Helen	Linda	Takete	Kevin	Mickeli
1/23/2021 22:00:04	Helga	Danny	Yvonne	Brad	Andy	Sarah	Guy	Pablo	Caroline	Susan 	Takete	Paul	Fred
1/23/2021 22:00:18	Ellen 	Gerald 	Elaina 	Craig 	Joseph	Marissa 	Chris 	Doug 	Sheryl 	Andrea	Takete	Dougie	Vernis 
1/23/2021 22:00:31	Annabelle 	Jeff	Katrina	Michael	Peter	Angelique	David	Sam	Karen 	Janet	Takete	Jason	Silas 
1/23/2021 22:00:37	Lynn	Bobby	Sarah	Mark	Tim	Eloise			Susan		Takete		donald
1/23/2021 22:01:21	Laura	Mark	Tammy	Randall	Tom	Sabrina	Hank	Daniel	Macey	Jane	Takete	Trippy Troy	Sebastian
1/23/2021 22:01:40	Lily	Jonathan	Janice	Brett	Jim	Jasmine	Rob	Ahmed	Rita	Alice	Takete	John-Marc	Benny
1/23/2021 22:01:57	Makenzie	Ahmed	Kaitlynn	George	Paul	Taylor	Wilson	Derrick	Linda	Martha	Takete	Craig "Ice Pick" 	Roderick
1/23/2021 22:03:26	Lisa	Joshua	Kaytlin	Juan			Toby			Karen	Takete	Logan Paul	
1/23/2021 22:03:35	Laura	Marcus	Janie	Steven	David	Caroline	James	George	Karen	Elizabeth	Maluma	Duncan	Samuel
1/23/2021 22:03:59	IDK but it begins with a B	Begins with a M	Brittany or courtney	Samuel	Sanjit	Alexandra or vanessa	Greg	Tj	Molly	Loretta	Takete	Lil P J	Donovan 
1/23/2021 22:04:14	alyssa	ahmed	juliana	peter	david	maria	ian	joel	judith	sylvia	Maluma	chanthony 	android 2
1/23/2021 22:04:35	Amy	Michael	Ashley	Robert	Peter	Ana	John	Chris	Janet	Sarah	Takete	Albert	James
1/23/2021 22:04:48	Emmy	Paul	Sarah	Scott	Benjamin	Hannah	Glen	Rajesh	Shirley	Patti	Takete		
1/23/2021 22:04:54	Layla	Manny	Janessa	Richard	Edward	Lorraine	Craig	Geoffrey	Linda	Maureen	Takete		
1/23/2021 22:05:09	Bridget	Micheal	Kaitlyn	Paul	Ivan	Kelly	Oliver	Jonas	Helen	Kathy		Jake	Leo
1/23/2021 22:07:16	Stéphanie Jones	Radu Skolceq	Julia Rabos	Aaron Smith	Mark Jones	Chung Ho Lee	Werner Hoffman	Roberto Hernandez	Francine Thatcher 	Élisabeth Williams	Takete	Chad Bolero	Steven Andersen
1/23/2021 22:07:17	Emma	Steven	DeAnna	George	John III	Eva	Carl	Tim	Gretchen 	Sandy	Takete	Johnny	Josh
1/23/2021 22:07:28	Maeve	Robert	Christy	Dan	Jared	Joy	Alan	Jayden	Molly	Nancy	Takete		
1/23/2021 22:08:10	Lindsay 	Gavin	Emily	David	John	Cindy 	Alan	Something with an M	Ann	Elizabeth	Takete	Jake	Donovan
1/23/2021 22:08:21	Anna	Antonio	Claire	David	William	Danielle	Robert	Carlton	Elizabeth	Rebecca	Maluma	Stuart	Erik
1/23/2021 22:08:43	Helena	Omar	Brittany	Greg	Peter	Rebecca	Brian	Lewis	Helen	Miriam	Equally fitting	Kyle	Preston
1/23/2021 22:09:02	Karen	Christian 	Mary	Stan	Joseph	Lily 	Donald	Scott	Barbra	Heather	Takete		
1/23/2021 22:09:11	Lauren	Darren	Amy	Brent	Carl	Laura	Grant	George	Linda	Sharon	Takete	Your mum	Poo man
1/23/2021 22:10:01	caitlyn	paul	brittany	david	james	linda	peter	donald	mary	jane	Takete	dustin	damien
1/23/2021 22:10:06	Madison	Tom	Cassandra	Ken	Roman	Miranda	Dean	Nico	Miriam	Susan	Takete		
1/23/2021 22:10:11	Chloe	Ethan	Allie	Brendan	Ian	Wendy	Bjorn		Diane		Takete	Dustin	
1/23/2021 22:10:13	Daphne 	Mark	Sarah	Michael 	Johnathan  	Monica 	Henry	Ravi	Maureen 	Katherine 	Maluma	Chad 	Marcus 
1/23/2021 22:10:24	Laura	Mark	Brittany	Peter	Dominic	Beatrice	Malcolm	George	Rita	Penelope	Equally fitting	Nathan	Thomas
1/23/2021 22:10:26	Clair	Richard	Victoria	Dylan	Mathew	Lin	Jeremy	Broderick	Martha	Ethyl	Takete	Ryan	Chester
1/23/2021 22:10:30	Natalia	Michael 	Andrea	Mark	Eli	Alison 	Kyle 	Paul	Louise	Naomi 	Maluma	Maximus 	Henry 
1/23/2021 22:10:40	Emily	Andrew	Aubrey	Mark	Eric	Sarah	Ryan	Michael	Lynne	Amelia	Takete	Jake Paul	Neville
1/23/2021 22:11:21	Paige	Ari	Jenna	Robert	Brett	Christa	Matthew 	Anthony	Jean	Paula	Takete	Jimmy	Abel
1/23/2021 22:11:57	Holly 	Elijah 	Sophie 	Adam	William 	Ava 	Chris 	Ryan 	Elizabeth 	Cassandra 	Takete	Randolph 	Tristan 
1/23/2021 22:12:02	Emma	Rami	Marleigh	Michael	David	Jen	Bruce	Jeffrey	Alice	Selene	Takete	Travis	Alistair
1/23/2021 22:12:24	Jessica	Anthony	Kylie		Julian	Kristine	Mark	Martin	Judith	Louise	Takete	Bernard	Gavin
1/23/2021 22:12:37	Daisy	George	Holly	Daniel	Alexander	Annie	Steve	Joe	Linda	Kate	Takete	Jake Paul	Edmund
1/23/2021 22:13:12	Hannah	Gabriel	Sylwia	Adrian	Benjamin	Winnie	Chris	Héctor	Agnes	Sabine	Takete	Todd	Brendan
1/23/2021 22:13:19	Sascha	Brian	Karen	Thomas	Dennis	Pia	Tom	Emmanuel	Paige	Gerda	Takete	lognan	Sid
1/23/2021 22:14:27	Ciera 	Marcus 	Nicole 	John 	Stephen	Mia	Jeff	Mark	Linda	Sonia	Takete	Gerome	Peter
1/23/2021 22:15:22	Abigail 	Ben	Claudia 	Matthew or Steven	Clint	Rebecca	Hugh	Carlos 	Beverly 	Karen	Takete	Stan	Damien
1/23/2021 22:15:34	Tabitha	AJ	Samantha	Chester	Milo	Genevieve	Paul 	Kai	Martha	Lisbet 	Takete	DJ Wheezle	Kenneth
1/23/2021 22:15:56	Sybil	Armann	Sara	Chris	Tim	Valery	Sam	Max	Pamela	Elizabeth	Equally fitting	Stergoli	Swulty
1/23/2021 22:15:58	Nathalie	Ben	Jessica	David	Thomas	Jenny		Terrence	Christine	Elisabeth	Takete		
1/23/2021 22:16:29	Jenly 	Swash 	Trample 	Fortitude	Timbin 	Freida	Blimpo 	Davis	Aunty	Ludicle	Takete	John	Helvetica
1/23/2021 22:16:37	Elizabeth	Carlos	Adriana	Bill	Thomas	Julie	Peter	Edgar	Rose	Meredith	Takete	Alex	Fester
1/23/2021 22:17:51	Helen	David	Kelsi 	Steve	Thomas 	Amanda	John	Phillip	Carolyn	Cecelia 	Takete	Jonah	Seth
1/23/2021 22:19:07	Maddie	David	Ashley	Jon	Andrew	Katie	Terry	Matthew	Kath	Cheryl	Takete	Roland	Bradley
1/23/2021 22:20:14	Jenny	Paulo	Kristie	Mark	Devin	Rebecca	Tom	Rick	Barbara	Margaret	Takete	Trevor	Avis
1/23/2021 22:21:53	Hannah	Jerome	Beth	David	Jared	Alina	Derek	Hassan	Elba	Julie	Takete	Rhys	Alex
1/23/2021 22:23:04	Kelsey	Marc	Paige	Alan	Steve	Jessica	Paul	Richard	Suzanne 	Karen	Takete	Greg	Billy
1/23/2021 22:23:05	Erin	Michael	Taylor	Jeffrey	Aaron	Linda	Gordon	Ali	Deborah	Karen	Takete	Logan	Austin
1/23/2021 22:23:39	Emma	Robert	Claire	Mark	Jonathan 	Camille	Scott	Jackson	Margaret		Takete	Doug	Simeon
1/23/2021 22:24:41	Jenna	Horatio	Maria	Paul	Daniel	Cindy	Hans	Marco	Deborah	Brenda	Takete	Shaggy from Scooby Doo	Damon
1/23/2021 22:24:45	Ashley	Dave	Monica	Andrew	John	Lina	Theo	Matthew Carl	Sally	Amelia	Takete	Jake	Malik
1/23/2021 22:24:57	Maggie	Charles	Megan	Jared	Mark	Miranda	Horatio	Jamal	Carol	Ellen		Chad	Colin
1/23/2021 22:25:53	Hanna	Rick	Chloe	Doug	Will	Krista	Reiner	Kajim	Helena	San			David
1/23/2021 22:26:20	Emily	Rich	Lindsay	Greg	Chase	Jennifer	Tom	Victor	Linda	Anne	Takete	Paul 	Shawn
1/23/2021 22:26:23	Beth	Joseph	Amanda	Bill	Kevin	Tina	Jack	Jim	Ethel	Kim	Takete	Roger	Kyle
1/23/2021 22:26:34	Alisha	Rick	Natalia	Tom	Peter		Martin		Camilla	Susan	Takete		
1/23/2021 22:27:38	Sasha	Enrique 	Rebecca 	Mark	Isaac	Kimberly	Douglas	Hamish	Marigold	Beth	Takete	Jonas 	Dante
1/23/2021 22:27:46	Amanda	Chris	Rachel	Evan	Peter	Phillipa	Lars	Carl	Birgitte	Clarida	Takete	Crackio	Dennis the pussy destroyer
1/23/2021 22:28:04	Megan	Marcel	Ashley	Pablo	Romeo	Alice	Tom	Mitch	Melanie	Rhona	Equally fitting		
1/23/2021 22:28:05	Rachel	Tom	Stephanie	Lorenzo	William	Naomi	Peter	Richard	Marie 	Sheryl	Takete	Geoff	Lucian
1/23/2021 22:28:11	Ella	Mark	Christine 	John	Adam	Misha	Ewan	Chris	Ann	Martha	Takete	Tanner	Marty
1/23/2021 22:28:13	Cindy	Lorenzo	Mae	John	Andy	Kimberly	William	Frank	Jill	Kathy	Takete	Robot	Alien
1/23/2021 22:30:27	Ashley	Ruslan	Maria	Alexander	Jonathan	Inga	Norman	Bryan	Valentina	Oksana	Takete	Actor who was forsed up in a film industry as a kid, which eventually lead him to develop some kind of trauma	Coddy
